2048 2556
848 849 -1
801 287 19
500 422 -2
1956 1224 -2
1049 2042 -3
1136 878 -2
1329 1244 -3
1145 887 7
453 1616 -6
812 813 -1
35 1626 -10
1783 901 -6
520 383 18
1107 1712 15
1926 1431 17
173 1717 -2
160 123 -7
572 645 -8
78 1644 -8
1163 932 8
1775 1614 -10
1405 161 -5
847 1547 -9
831 832 -1
199 948 13
19 511 -1
1578 64 -7
1241 1847 11
1140 1784 16
2044 1174 1
1402 236 6
275 607 19
523 1549 17
561 617 14
1087 1470 7
721 722 -1
1521 1776 1
1508 2004 11
1162 1074 3
353 1399 20
686 572 6
1019 1301 -7
824 825 -1
1345 2023 18
1522 1038 -10
1740 1817 -4
533 1180 -10
592 1810 -10
1255 1818 12
1561 904 -8
1626 483 3
642 1165 15
953 1550 -4
846 1042 -8
1094 297 2
1512 150 15
1123 1830 15
822 823 -1
1812 1388 -5
974 1721 -5
188 1552 16
137 740 -3
1882 1694 11
533 1985 18
773 774 -1
1354 987 4
1137 1378 3
1745 1249 8
1571 1560 17
928 1958 -5
1828 773 20
37 34 7
798 799 -1
1410 843 9
413 447 0
1630 1551 11
588 141 16
1338 994 15
139 298 7
1103 1182 11
97 1889 18
859 1183 14
408 770 2
491 866 -7
1609 1980 16
1282 1050 5
778 1055 3
1320 239 -9
1832 1118 10
1616 1249 -9
182 1455 10
1298 396 11
862 1365 3
727 728 -1
557 695 8
813 798 8
981 1561 -5
34 589 -7
1569 1483 19
1808 596 13
134 490 16
1498 570 -10
1816 780 14
62 1295 13
1613 617 -5
88 471 3
1364 610 0
583 1556 17
2030 1141 14
213 357 -3
732 733 -1
1823 1524 -8
1638 1864 -10
1976 1186 12
1952 259 8
958 1338 -8
750 751 -1
1233 528 -10
947 677 -4
760 981 15
365 595 19
977 1416 4
1449 321 -10
669 456 15
1845 1086 17
269 511 -9
1803 494 7
1748 1297 12
1952 76 -1
627 1687 13
231 50 -5
1972 214 9
1268 735 -10
204 745 19
637 511 -3
1316 470 19
436 1178 18
1331 1680 15
1320 1009 11
1268 1038 0
944 318 20
781 782 -1
398 454 20
1851 1449 20
1614 198 5
1258 1640 -2
522 1821 2
1266 813 16
26 1733 16
243 846 3
1625 1138 -1
1233 227 -7
1931 1022 10
1332 1737 18
1156 1114 6
617 1414 12
792 1604 -9
884 892 13
781 1274 0
898 559 -5
123 659 -6
2036 1425 -8
92 461 20
764 765 -1
1859 1391 14
1196 266 19
875 406 -9
1614 15 7
671 1405 -6
204 847 16
432 1186 11
775 776 -1
1641 1119 -9
114 1012 -6
814 815 -1
1305 599 -2
881 468 -9
167 203 7
1647 1160 -5
1664 595 -5
1803 1295 -9
928 298 14
1813 1345 10
751 752 -1
474 86 13
306 1148 0
2015 1842 2
1644 1757 -6
478 734 3
1941 13 19
1866 149 -9
942 786 14
956 1254 16
92 18 10
1047 981 -6
525 361 9
717 718 -1
1460 2039 -6
2042 1929 -1
1844 1363 -6
872 1545 20
988 1516 2
1924 1711 4
631 1602 0
1266 1873 2
740 1457 -3
846 1321 -6
1329 1685 13
1318 1129 1
1193 1697 7
1638 1148 -3
1375 965 -3
802 1831 1
784 253 5
1534 1223 7
1660 976 18
1202 596 5
641 1657 4
1618 1537 11
1182 997 -1
608 1413 -1
1191 524 10
218 1398 0
841 842 -1
700 828 16
1893 755 14
1968 899 3
1459 1450 -4
231 1342 -2
1051 1798 -9
579 1424 8
1872 825 -5
613 822 14
793 63 -9
1853 78 -7
318 1708 -2
35 1931 -10
1891 391 -4
1969 1586 11
2044 251 1
1734 1661 4
1703 1731 19
1928 1585 12
648 1178 14
567 902 15
379 1054 -4
1837 1725 14
1342 1248 6
107 239 -2
2011 152 16
630 255 4
1784 1719 18
1910 1457 3
1505 1999 -3
213 85 -6
827 828 -1
722 1421 9
1222 1804 9
704 526 3
1437 1881 0
1004 1902 -10
1049 400 6
93 355 17
535 1881 -4
495 1533 18
1853 32 -1
1394 953 7
1705 1387 3
1236 1670 9
808 1998 -6
1675 277 10
810 811 -1
1962 522 2
89 1033 -4
876 1247 11
754 1514 -7
1569 1188 -4
1306 2023 15
696 731 6
1513 1655 11
349 1824 4
1015 689 15
738 1124 10
881 1386 -1
2040 1753 1
637 943 1
1108 490 15
1498 1605 8
1368 2002 17
1079 309 19
222 1197 11
197 400 -7
1074 1304 10
1509 1773 10
1121 1211 6
1796 844 16
94 854 20
1279 1894 -1
699 1831 14
687 664 -1
989 441 5
754 755 -1
1780 138 -8
906 1697 12
807 1286 5
1911 1355 9
1962 1983 -6
1942 1230 20
1210 248 15
35 1454 7
1209 1241 -2
501 1068 5
2015 991 17
1420 155 2
559 104 -8
1026 534 -1
1726 117 -3
1458 1028 16
1134 1773 -5
1200 1065 -10
1956 515 3
1392 581 6
418 1178 8
547 871 -10
403 1716 16
1465 629 11
1125 1358 -3
396 1193 10
10 1081 12
1302 1002 -8
945 1231 3
329 586 -10
533 669 10
351 269 20
1029 841 5
317 784 3
152 361 -8
1465 1376 -3
1498 519 18
1387 605 13
2008 763 13
207 716 18
1352 1136 -8
1753 1431 -8
74 547 -1
1876 559 6
786 787 -1
1699 724 -6
671 1535 18
1720 805 19
1596 22 4
799 800 -1
783 23 -1
1065 1814 12
165 1804 6
174 2036 -4
2021 187 20
972 895 0
644 1237 -3
298 1288 0
1866 1436 -7
1084 1925 -1
234 747 -2
623 1177 -6
86 1705 13
579 182 0
1237 1034 15
898 8 -4
852 1324 15
215 801 18
917 752 17
1386 944 1
1364 292 9
343 153 9
124 1366 -3
1550 1616 8
758 228 13
755 756 -1
969 1838 5
1355 443 16
825 826 -1
199 1900 -7
725 541 -4
89 190 7
1265 519 9
26 126 14
1406 1339 13
1887 1617 0
1793 933 -10
808 809 -1
1235 265 -8
340 514 6
120 122 -5
808 12 8
1793 946 18
536 1437 15
886 1878 -8
1867 1072 0
1149 390 -1
1746 32 -10
802 803 -1
649 358 -5
626 1459 11
1163 477 -6
1798 1516 16
2033 1133 14
1645 1861 7
1291 1520 -5
1083 796 -1
602 949 13
1862 1631 10
1523 1251 14
277 1719 -7
791 815 -8
1873 1466 3
1563 1183 15
1698 970 11
1275 854 12
965 1119 1
1325 406 8
702 1001 11
1935 1917 1
1388 928 14
386 1326 17
490 457 -7
1682 1882 -3
1675 1372 14
793 794 -1
1102 540 8
433 2003 1
531 1651 12
932 496 -10
523 1713 9
135 1799 6
9 390 18
965 510 -9
709 1995 1
1751 1952 14
819 1523 -2
1353 14 -7
1136 1984 -2
1288 1879 4
1028 1808 4
658 1637 17
1370 1238 7
224 1223 18
1224 1958 7
796 261 -4
1401 1369 20
644 118 0
786 1456 3
1297 217 8
758 512 -1
432 1312 2
614 596 11
1325 1060 -2
1529 641 -1
1842 838 1
1058 545 2
212 38 -6
1974 114 17
1708 1014 -6
178 394 -8
1649 16 0
183 1123 10
1161 1756 -8
1523 419 -6
17 1322 7
619 312 16
1088 1929 -6
1767 282 18
1087 1090 9
2031 459 -6
712 1538 -10
154 1399 -3
289 1112 8
539 1217 9
347 1676 18
83 151 2
1491 646 15
720 684 -8
1134 1205 -7
1790 1638 19
1539 1844 10
895 609 15
751 1446 1
1497 1755 8
973 124 0
765 1947 -1
448 1447 15
93 57 20
984 1499 13
1669 2001 -2
1908 1267 6
1903 1412 -9
1969 281 -7
526 340 9
1096 1981 14
455 1344 13
614 122 11
974 172 9
736 737 -1
1439 1136 4
870 1573 -9
1806 51 4
594 911 -5
788 789 -1
920 212 19
559 1521 1
1982 1749 9
777 1351 -3
185 444 16
1021 954 15
623 237 4
1824 1977 14
762 959 5
1075 1413 16
1925 1126 0
1501 1775 13
217 1999 19
845 527 13
1780 1110 0
2005 476 14
1343 677 15
1429 432 10
320 800 17
356 279 3
987 1954 5
1383 1917 18
378 1153 2
1309 1943 -10
1981 1285 17
199 158 9
1914 1760 19
1910 1967 3
845 846 -1
1574 1520 -8
1630 2007 4
1966 75 12
2030 497 5
1136 990 8
834 2044 20
514 1644 8
581 831 4
601 1147 -8
64 500 7
1809 1761 11
751 400 2
232 2020 13
1962 186 7
1163 1095 12
970 948 17
1347 1748 7
902 299 0
800 1346 20
1282 1692 -5
1468 904 9
1354 726 8
1448 1789 8
872 580 13
1564 1237 20
473 1025 4
1422 2015 -2
270 2019 -2
1838 1927 4
1468 1278 -10
129 1678 6
1062 1365 12
1423 507 18
1444 1711 -2
861 296 11
27 456 -1
948 1535 10
1824 87 -6
1623 192 7
1264 1957 19
827 1257 20
1434 163 -3
1639 1302 -1
217 1985 -3
374 501 4
1943 1528 12
2043 1179 7
23 452 -9
821 1763 11
47 510 -10
1752 1188 6
1816 1496 -7
979 1745 2
201 1132 7
757 758 -1
719 918 -8
899 853 7
1819 277 -2
1201 335 7
830 831 -1
219 2014 3
865 1331 12
218 197 20
1198 1491 12
416 1868 20
732 2034 11
325 156 -6
536 1648 18
1748 1997 10
654 575 5
1311 1273 9
1842 904 5
2045 249 13
1587 466 -4
189 1937 0
945 361 0
439 49 6
1922 889 9
579 419 10
1337 918 -1
833 834 -1
421 167 3
917 1592 2
890 114 7
178 258 17
1269 1084 15
1406 158 12
649 560 13
245 244 3
820 821 -1
30 801 20
1915 249 6
933 28 5
673 214 -5
1176 524 4
801 802 -1
691 1242 6
1215 1911 8
1020 1759 20
2013 514 6
168 191 1
198 1036 14
1906 2001 8
898 1920 4
1525 166 13
453 1625 19
1448 1928 -5
1646 1441 8
