2048 22665
1113 493 15
1214 1792 13
1346 1503 4
1927 1287 4
1543 92 6
1677 2004 16
921 1827 13
1921 860 -9
1046 55 -1
1813 1952 20
1275 1742 -7
1137 969 -2
633 213 10
451 1547 10
292 345 9
244 744 -7
641 1648 9
2040 478 17
527 387 15
559 1717 7
1004 1790 9
1224 1492 4
1823 1746 0
561 1913 6
1327 337 1
1265 161 0
1422 1099 4
1159 505 -5
1794 626 -4
1817 1088 3
533 880 8
287 1754 11
1836 1337 8
76 129 16
2012 1913 3
353 855 10
1680 48 -8
181 1233 16
163 1239 5
907 1830 17
1656 1449 16
1178 1355 -5
561 230 0
77 935 20
288 541 13
1437 1791 14
1277 1520 6
1700 78 -6
389 1224 -9
48 1922 -4
27 1898 -5
507 82 10
1647 1665 19
345 949 -10
1640 617 17
1663 1431 -9
1212 734 -1
167 473 17
248 1638 20
1986 1240 11
1263 1928 10
628 723 19
703 562 12
1427 1815 -3
2040 1499 -6
1628 1724 -1
383 315 4
795 1097 18
1860 705 17
1533 172 18
2033 1280 13
1083 829 5
1031 207 -9
2032 1478 14
1334 1746 14
1317 717 -6
457 160 -10
774 903 -5
1407 1484 11
57 72 -7
47 881 -1
1479 331 -3
2042 1300 6
1570 1822 18
10 1021 10
1575 287 4
1536 1619 -5
1071 1484 6
1957 410 -9
1418 974 9
1917 1137 10
1270 1034 12
586 405 -2
1274 1061 3
159 661 4
1831 1587 19
1813 714 3
1446 1417 6
1217 860 12
1709 500 -3
764 1926 1
414 443 -3
665 1112 7
1034 55 -10
542 416 17
205 490 13
1441 459 -4
1523 82 7
1100 1237 1
1591 1785 3
194 1700 -7
298 107 18
213 868 4
371 1297 -4
1607 1209 19
668 1838 8
1429 234 20
106 1642 8
255 326 18
1979 690 -3
1344 1918 0
1360 342 15
692 422 6
284 167 18
234 784 0
1251 1422 7
972 1104 20
851 964 -6
218 1790 7
227 1215 8
61 532 -7
526 624 -1
144 504 7
721 599 0
1461 917 -1
368 686 13
532 1045 9
747 1676 13
1802 1801 -5
431 1870 8
1152 821 2
1894 174 4
223 560 -4
240 593 3
464 408 9
2029 1198 -6
919 1170 0
1890 156 8
2024 703 15
346 2030 6
1662 1532 -3
409 736 1
230 642 19
1459 329 6
53 1340 11
1324 1992 1
1705 626 12
1127 101 1
94 795 19
912 868 -2
1441 368 11
1737 56 2
1672 1435 7
1847 2005 -4
728 398 -3
1228 216 14
605 1905 19
1764 826 20
320 37 12
1536 1159 -3
265 1989 -7
848 1753 -5
575 1079 2
717 1022 4
1005 1576 16
771 913 8
1400 1798 -5
493 1528 14
1156 1749 8
107 1919 0
987 756 12
1583 1538 9
404 812 13
1601 238 -1
494 1181 19
106 1665 11
409 619 -7
1565 644 11
1373 562 -7
446 515 -5
1645 1710 1
1366 1194 13
448 1304 -1
529 1994 8
1596 552 16
1055 60 8
171 449 13
1737 1942 11
1447 163 9
735 1649 -9
251 457 10
1478 178 4
1847 309 4
463 524 10
351 1107 -1
162 65 15
1028 1092 -4
1754 1475 -1
548 165 6
1068 713 14
421 444 4
1456 1007 13
581 1794 17
33 1279 4
345 909 1
1580 885 2
946 968 0
812 2004 17
1142 107 7
1255 1524 -6
735 201 11
1824 960 6
530 705 10
540 815 -8
1424 237 16
372 1870 12
496 2037 12
703 1468 11
1251 520 -7
1022 1256 -2
173 995 -8
2008 1261 -3
1693 248 -5
500 996 6
299 1171 7
36 2046 -9
441 1027 9
1311 206 -3
1852 572 20
2029 1664 10
558 1903 -1
1888 247 3
1938 1917 7
809 517 -2
2047 97 -5
1128 1341 -10
230 1497 5
1489 1292 18
1417 506 5
1971 28 7
615 628 17
1668 814 3
263 175 2
709 756 1
868 1804 11
1883 1674 11
1385 2024 -6
1960 1692 -10
61 825 13
270 1645 -4
1622 1500 -9
933 808 -6
134 488 0
1095 837 -10
894 427 -5
1601 758 -4
637 1813 8
1350 968 14
1829 1981 9
123 1278 13
1966 456 -5
1462 1887 7
1004 89 0
67 602 17
1764 1618 5
205 472 17
1506 1160 -5
1084 788 4
1874 1223 16
1449 1100 0
714 1324 17
950 1583 17
257 1982 12
1001 1869 13
1453 91 13
1766 247 13
1660 1863 12
1675 595 -4
419 257 19
871 396 4
954 1069 6
261 1128 1
2013 1205 18
245 172 -7
1611 1900 18
678 530 14
1270 986 9
615 1728 -9
710 501 11
1069 1152 18
379 2041 -4
1773 42 11
881 160 -3
938 1528 -6
439 1117 5
1932 1228 -7
1074 113 11
661 1920 -6
195 1264 19
1238 1755 -1
1973 1807 9
556 971 -7
718 1877 -10
237 1254 18
478 897 9
529 870 17
681 582 -10
441 801 -5
881 810 1
1315 1570 -5
1685 1838 -1
1896 2038 17
767 1799 2
155 1476 -10
80 522 10
806 1997 -1
1811 1318 9
363 1515 19
1116 892 12
541 1050 6
1437 617 16
979 1344 -10
1170 304 18
175 423 9
1181 124 -9
324 996 3
487 115 18
498 548 12
20 1044 9
120 790 -8
381 1808 3
1900 1260 -1
295 1897 4
977 547 9
237 1646 12
1296 792 1
661 1269 -7
498 1171 -4
1490 1255 -10
1399 713 0
1627 1646 12
1179 1424 -6
1176 362 3
610 1457 17
164 1024 10
458 1177 2
646 1363 -10
1392 1763 -5
1014 1998 16
782 1896 -10
1802 138 15
1307 987 11
666 427 -9
1837 1312 -9
67 986 19
504 1232 0
331 1813 16
505 1722 7
1748 1426 16
47 57 -4
1826 882 4
1647 177 -3
1255 1121 -10
312 1437 5
1729 1165 -2
1809 491 3
1150 1134 18
471 927 16
1214 1874 6
132 1003 5
257 695 -1
89 1352 -4
1874 201 -3
620 52 14
5 683 8
1807 662 15
834 1872 11
647 1792 4
1369 522 -3
1803 69 -1
524 29 -4
1544 801 5
1622 1787 2
1817 733 8
1365 1266 -7
1334 1846 12
103 1134 -7
768 252 20
914 1569 0
1348 18 10
1749 179 12
1786 228 19
501 1219 4
1137 105 14
984 603 19
880 1351 -5
1946 307 5
1123 444 -9
219 1870 9
1274 1361 9
1522 465 -4
1728 1670 -6
526 557 -8
1173 1014 -8
623 1524 14
14 423 12
306 490 0
1062 637 17
1392 304 5
1228 1808 6
927 1956 1
815 589 14
622 713 15
1233 431 19
1945 1736 -7
1999 502 17
1383 1398 12
227 668 -6
1236 868 -10
2047 386 -9
395 858 8
1691 1413 18
1092 718 -9
1803 509 15
1317 574 11
1655 1623 1
809 629 20
846 1090 -10
1739 1044 19
64 1069 20
1370 262 -8
49 775 16
1992 1960 -1
414 1405 -8
721 1474 -6
101 1067 5
1993 1448 10
760 384 10
1143 542 -3
1119 1342 18
1478 1494 -4
1681 737 5
1073 412 19
276 1873 14
563 139 -4
1504 1961 17
1066 1000 14
757 1535 -9
1639 111 9
303 618 -10
354 1334 11
301 1467 -6
1356 118 -8
1398 170 6
1399 218 7
1306 1372 14
328 541 -6
1145 658 -5
946 552 6
520 1765 18
874 2022 15
799 2006 17
1364 1933 12
308 921 3
2008 17 19
533 1511 12
290 1006 -9
1536 1854 -1
888 923 6
1187 855 -1
558 576 -6
1650 1713 11
1757 1404 13
461 1163 15
487 1896 0
1010 1450 17
628 1563 -2
942 1447 18
355 1620 0
68 2000 4
2030 1813 0
272 1462 4
1515 601 -8
706 255 -3
1263 815 11
1358 1817 12
1223 975 -6
479 216 1
760 1687 14
622 306 15
587 747 14
1240 1418 20
146 866 12
377 1872 0
33 1244 -9
443 479 20
1979 1602 -6
1310 220 20
1752 1832 16
925 649 9
1429 1927 6
647 1732 3
1709 1351 -10
1303 1709 13
1868 1112 20
1145 551 4
921 1152 4
769 1968 17
71 1074 0
1202 66 14
154 515 18
882 1089 -6
1427 1696 0
1918 1946 -2
1605 1864 10
1271 678 10
652 1339 13
1435 619 14
140 166 15
530 1611 20
716 1508 1
79 591 10
1995 567 4
1269 1159 11
1368 321 11
966 306 -10
281 1770 13
1919 1200 -10
1288 373 15
944 884 4
461 1512 5
886 1890 15
567 1315 -7
1563 1888 14
589 556 17
1798 267 -2
427 676 10
141 1484 20
1054 93 17
377 955 15
1222 1926 -7
869 17 -10
1832 1774 13
1080 1065 17
1774 72 19
1906 1838 12
585 1145 5
1026 1544 17
1081 1108 17
468 54 -10
797 87 15
1643 907 14
1372 573 10
531 514 3
268 387 -9
1942 1077 14
1238 57 -6
1661 20 8
1940 1968 12
1078 1766 12
343 1248 14
708 1736 -7
983 680 0
962 802 8
374 1062 -5
1239 1218 -2
358 998 -7
1783 1443 2
1171 1174 6
1024 1427 2
591 1655 18
1683 1058 -7
1289 209 13
1598 429 2
1637 269 1
1615 1121 1
1943 325 5
2020 1928 7
1487 1636 3
28 636 14
1040 561 -1
370 533 12
724 2009 4
930 625 13
833 472 -2
1971 98 3
1764 1608 7
1525 236 -2
1571 772 18
535 654 13
1769 1317 17
1433 1879 -5
577 1981 13
849 2032 6
719 989 6
1721 1825 19
1899 74 -8
52 642 9
1104 366 -8
930 77 18
667 616 -8
202 915 -3
261 1605 2
1413 1854 4
550 1225 14
1974 1452 8
937 87 -2
365 1473 -8
1831 719 -6
971 1986 -7
175 1410 17
1406 859 3
40 1162 3
2028 1437 -2
519 37 -4
623 212 7
274 1774 12
1318 392 4
1580 509 13
1353 772 4
1111 88 -3
779 825 -2
1649 322 5
1377 220 -5
349 1347 2
592 2 15
140 1026 16
659 183 -8
1068 326 5
1450 57 14
1891 1468 1
1983 225 5
603 81 16
1252 1508 9
1814 832 19
1417 1895 12
311 1064 -5
1605 168 4
76 197 -4
332 1313 -9
309 543 19
544 755 -2
1729 1611 -10
1118 2046 -4
666 1302 -4
1211 1128 -9
1807 1586 13
1930 142 14
1896 1975 4
613 1418 18
1980 539 -10
1738 1748 19
1674 751 14
466 172 18
388 511 16
324 589 -2
1091 1194 -3
185 1048 6
744 397 13
392 315 5
980 722 8
1712 382 9
758 1991 12
519 823 5
1644 1673 -4
582 1694 -5
1882 1247 15
469 757 -5
852 932 -4
1122 824 10
421 590 -7
1442 857 1
1370 107 20
1498 52 3
2012 310 7
246 954 14
381 399 -10
855 1037 5
1092 761 18
940 1909 10
729 1644 16
871 130 11
108 26 4
1968 1206 7
2005 384 8
739 1408 5
1914 339 1
764 1665 15
1164 298 12
899 1353 17
953 1782 -1
464 1542 -10
1656 1190 15
191 1513 -7
867 648 20
1328 1830 -8
1380 328 5
1767 986 -8
171 1691 15
419 1088 -2
1427 1015 11
133 501 -7
269 235 -9
553 1345 13
1836 749 -8
1522 667 4
2010 700 17
892 1514 -8
1769 940 7
823 1572 -8
2046 882 10
907 1891 -1
1023 323 -6
37 648 -3
275 369 12
307 256 3
1872 1730 -6
1719 75 17
939 1334 14
64 1106 19
1998 507 -4
935 174 7
216 694 -1
1443 112 13
50 634 -3
1358 274 -4
256 1270 -2
2036 135 -2
478 198 16
1216 1967 -9
1503 2027 5
41 416 15
270 472 14
1319 1398 10
988 1171 -6
1688 944 12
1605 731 -8
1376 323 18
1681 852 -6
42 485 1
246 293 19
2003 70 -2
1172 148 -8
2017 1582 6
1906 630 4
1175 1971 3
1674 1944 -4
140 1035 20
17 367 -2
454 935 16
1390 1953 14
712 1686 10
1956 597 19
1564 1885 13
1053 1861 -8
825 1489 -9
281 1030 -8
470 658 19
38 522 13
1289 1842 14
623 315 4
457 53 -4
1487 1096 -7
1185 1388 17
732 1535 -8
192 595 -6
874 319 16
1702 895 9
1597 1391 11
795 1857 9
2010 1911 -9
1847 1794 -6
445 947 12
165 1034 8
95 1879 6
1380 1455 -10
1480 59 17
180 27 16
425 9 19
1777 558 19
306 1086 -3
1159 1580 1
28 1676 2
75 1062 8
419 368 -6
987 1648 -4
864 794 12
1226 1921 6
1350 1282 -6
1998 1536 -1
300 187 14
809 1791 -5
433 735 -1
2041 1925 3
851 810 3
578 1533 15
1046 1316 5
1480 293 5
1295 1767 11
525 1414 6
1706 991 6
539 943 -4
908 1948 19
1243 154 -5
1877 268 18
290 1800 7
1463 181 1
1230 957 -6
923 1228 2
117 2008 5
1864 1082 7
411 963 -1
1482 1511 13
882 624 1
781 1007 10
643 2010 -2
1893 644 15
475 1791 -4
121 173 19
143 728 -5
1231 1318 7
1199 757 0
108 1026 18
1290 1989 11
1595 490 -1
1352 950 19
1347 8 20
68 1451 -3
467 2047 4
693 1666 11
546 386 -1
1156 1693 0
806 869 -7
345 420 10
1409 60 17
333 1541 7
983 745 14
197 729 14
756 419 -3
725 562 -4
387 1632 17
977 1795 18
63 419 2
451 1312 -1
1266 290 19
1792 1805 15
409 1472 18
1831 138 18
1665 1225 20
277 1569 9
319 1656 -6
190 301 -6
974 43 17
497 1288 -4
1596 727 14
358 1374 6
677 1684 -2
943 1760 7
1655 602 19
479 718 -10
1323 840 13
514 773 10
2045 265 7
1475 1947 11
840 1336 16
973 56 9
1423 463 9
199 667 8
1369 1794 -5
771 1300 17
622 796 17
51 1764 -10
1046 1838 -7
1729 434 -6
357 445 5
1183 1695 5
449 1191 -4
937 1691 10
792 1530 4
2031 269 9
143 887 5
1665 1262 11
1931 1777 0
912 2009 20
603 1479 -5
1291 977 -10
1781 49 -4
756 1952 2
1416 1301 20
294 1820 11
1478 1434 -7
1611 1982 1
822 1975 6
549 835 4
2038 371 3
386 1370 -9
681 1679 -6
110 644 -6
1935 204 4
896 1459 20
1525 1808 -4
1879 1873 4
637 534 -5
415 940 4
1006 1392 14
316 0 17
916 511 4
873 1174 11
847 814 4
484 1968 20
737 659 -10
659 60 -2
808 1479 -5
790 126 1
309 144 -6
830 52 3
1164 435 10
1910 744 17
751 777 -4
108 612 -7
379 1446 -8
1956 1665 -7
1545 317 -10
192 722 14
1293 516 3
1430 2006 -7
1894 697 -8
1913 176 9
224 164 -4
565 1951 17
857 1452 4
1456 679 7
963 201 4
311 1833 -3
1400 1929 -3
2001 1634 -8
1442 861 5
1851 1538 -4
930 994 8
855 1885 -9
1204 879 -8
1578 1254 14
78 1411 -5
203 239 1
2019 1775 11
972 490 -10
21 1486 -10
1535 1942 7
635 936 -3
1705 486 -10
1666 1622 18
1158 1410 -10
1303 1149 -8
1314 807 -1
1560 190 11
118 1635 20
1991 743 4
719 1365 11
1956 210 13
864 1654 2
389 174 -4
26 673 20
1221 1254 -2
1935 205 8
217 1511 19
27 1587 18
440 110 -4
1921 222 -6
459 1837 12
182 978 15
616 1246 16
1443 846 18
1289 35 10
243 1237 -5
1717 1220 16
80 510 1
1112 1577 12
412 1609 8
515 1314 17
1546 1878 11
64 1884 -9
1053 1122 11
518 273 9
1530 1233 0
754 468 4
919 1831 -4
203 915 -10
165 201 20
1148 1817 -10
1093 1112 -2
1546 951 -10
1264 1924 -4
1072 2021 -6
1300 675 -5
938 1779 -5
1366 894 7
849 1056 -9
1916 519 -4
405 1469 7
359 247 14
1280 792 18
420 1415 19
1214 1642 17
1923 192 19
1893 0 4
1718 531 -1
1391 587 -7
728 1601 2
544 1707 10
382 1715 7
214 261 1
409 1230 3
1521 1161 11
1353 501 -7
466 1585 14
1920 43 -8
422 481 8
252 151 -1
1274 1332 1
133 1116 -7
69 1872 19
115 376 -10
1006 1887 3
2015 177 8
1146 897 -8
27 700 11
994 74 -5
1851 530 -5
1347 1326 6
1746 1086 17
871 1133 13
571 135 17
2009 1366 1
510 826 -1
891 1535 17
561 1034 -6
736 1471 17
2027 826 -1
2003 1043 -5
1564 1168 5
1746 1967 -9
1130 64 16
616 2031 16
739 340 12
1960 1766 -6
934 1589 6
1599 1199 -9
2000 870 20
970 1246 13
1864 402 7
1404 1306 16
846 1908 20
1081 69 3
462 1356 -7
1705 963 14
998 727 16
506 1210 13
1064 516 -2
1347 356 18
375 2016 3
1221 1735 9
404 622 12
390 1398 6
693 1380 -7
1774 31 -1
1467 258 -5
889 1300 16
740 1413 13
659 25 17
267 737 0
1339 1041 0
981 1986 -1
1030 1131 -7
1878 1033 -7
143 1111 -2
31 577 11
1405 1578 16
1196 188 0
933 1922 -8
418 1627 12
2039 1794 -9
1140 45 6
299 1725 -2
57 1128 4
1393 689 -6
1745 1132 11
1939 1243 19
1214 716 -4
73 201 -8
51 915 -3
934 1720 12
1091 1090 14
1009 677 19
1851 1586 8
585 1490 11
1933 359 18
728 428 15
1236 1783 1
1422 290 1
724 393 -3
1429 452 16
654 1953 9
253 64 -6
441 1712 3
1877 1049 -7
829 1830 0
292 1206 -2
903 237 15
902 1551 8
466 1314 15
604 1443 17
942 1250 5
196 132 10
632 1666 -1
733 404 20
636 402 12
1283 842 -8
498 1905 -8
1028 670 -7
541 361 5
1790 228 9
1843 1666 3
1763 191 5
981 654 12
222 1663 4
830 1311 0
9 1654 -3
379 616 7
46 1075 -10
832 305 -5
1683 929 9
1849 109 2
1790 378 4
235 1040 2
627 662 -3
385 1074 -5
598 496 -5
1301 685 -7
1534 899 -8
850 688 17
477 1612 8
144 765 0
1724 522 6
172 1747 5
1225 1438 4
1867 680 4
363 280 -8
337 328 -6
9 714 12
425 754 2
1364 261 4
1981 902 4
433 580 -9
33 1513 -6
721 1009 17
102 541 -5
1445 1037 10
1302 207 15
286 1117 0
1336 574 19
1929 1517 14
248 1993 5
1888 520 7
331 1675 0
1511 498 18
1179 1736 20
1267 267 4
230 1824 6
673 1320 2
1494 952 7
1271 1847 10
440 225 16
1177 665 5
607 1511 1
284 942 -3
1877 5 9
1695 1671 4
1254 1719 -5
1965 1216 -2
2030 483 5
1946 1512 18
111 1927 -8
218 7 1
1364 507 5
2042 1570 16
1524 222 -1
1866 197 -7
1583 1607 -2
93 263 -1
59 1753 -10
2016 125 0
890 1731 -9
1407 274 20
499 1750 13
1228 1487 12
1602 1081 1
1383 483 12
533 609 10
2005 1432 14
415 594 3
463 249 10
633 862 1
2021 586 7
1265 217 -9
979 686 -2
1207 1399 -1
1493 1416 2
607 81 7
1245 1911 0
320 200 -10
1146 5 20
1421 1466 13
207 1371 17
1212 457 2
2031 925 3
1692 415 19
1394 436 1
1957 635 1
36 948 -7
1383 1636 6
798 1829 11
1060 213 16
679 1998 10
250 461 -3
682 987 1
1579 1648 16
1969 1135 -2
1878 1488 -3
1174 1031 16
466 1394 12
1651 1589 0
355 1183 4
1398 1179 16
1014 1719 11
1185 819 -6
1846 1008 -9
930 579 3
271 1350 8
1343 1679 8
131 912 12
539 166 18
1618 754 -3
683 606 -5
1380 807 -4
1215 1501 -1
263 591 10
2027 959 0
844 844 15
432 1587 19
44 471 -4
1336 1333 5
581 1483 8
1024 1055 1
1097 1116 1
970 841 18
1649 309 -10
930 126 8
405 688 -4
1253 1888 -7
447 936 13
1677 1813 11
74 659 8
35 1241 3
492 224 -6
1841 838 11
1860 1756 -3
1283 1130 -5
1725 1918 13
1054 272 14
1248 1259 15
946 444 5
1146 408 2
1265 1612 13
531 846 7
281 1860 8
1709 1152 3
130 37 -1
969 1457 -1
550 1123 20
1819 984 17
76 216 15
1664 522 1
606 449 3
1283 981 7
1308 429 4
35 773 4
419 2022 19
150 1747 4
253 1333 -4
1067 941 17
1345 1049 13
1717 537 -5
610 1477 20
1524 92 10
63 1917 4
241 1517 8
1173 1074 18
1372 228 -1
1763 1128 -2
1471 1243 -2
351 717 7
418 2046 3
390 1542 19
1275 1601 11
2040 161 1
1660 1010 -3
666 1583 8
1183 30 -3
1329 235 -2
1913 1159 12
1016 1412 2
451 1052 13
223 730 -9
1433 557 16
1902 463 16
472 986 8
1161 1415 3
810 616 0
1672 1692 10
32 126 5
1877 1079 12
485 1408 0
1437 1043 1
881 379 20
816 1743 19
1864 358 0
1565 24 -9
42 1694 16
1852 663 -9
822 1512 9
1049 1445 11
628 351 -8
894 1842 4
1228 1560 -9
787 1638 -10
1213 357 -3
455 989 -5
389 760 -8
1542 662 -6
1650 89 14
2019 231 -5
656 874 0
1720 792 11
1787 240 17
1792 368 13
1136 1367 -6
63 472 -2
252 1330 0
1120 358 -8
1237 1054 18
210 1124 -6
457 16 15
1857 955 4
698 63 10
1745 1221 16
297 1573 19
12 1259 -7
1216 1096 -7
1302 1187 20
1359 459 9
1213 1453 7
456 766 6
636 1688 -3
1813 1633 16
1682 504 4
2006 719 -3
176 468 15
634 1754 14
1271 56 6
1317 631 0
1591 1009 18
1886 905 3
432 1233 -4
1926 753 11
1984 1304 -1
1659 811 0
583 1492 14
1533 673 3
1195 596 17
1703 821 11
696 768 12
157 1470 3
728 565 11
1608 863 19
1370 1531 14
675 4 2
1460 1960 7
1302 112 -9
1040 1745 5
721 922 3
1153 1813 -6
536 587 7
1712 172 17
1549 320 16
997 442 4
472 314 8
691 725 -5
57 1469 10
1718 839 12
233 1657 9
30 491 10
1876 136 18
516 1466 -4
1691 1030 19
1968 1377 -7
1234 1973 -4
102 1915 9
1019 1959 -6
1612 1341 -10
311 1313 -4
136 1978 9
785 1339 11
425 1038 19
1530 224 19
756 1288 10
596 1092 -7
567 302 15
408 1254 12
800 564 13
113 1204 11
1619 1849 5
502 1525 17
1976 1383 10
1085 1784 18
686 717 -2
251 1478 20
1581 1411 8
1271 834 6
1018 1410 0
1901 634 19
1405 439 -4
1730 1050 17
1494 300 11
524 1858 -4
1092 1894 -9
1889 39 -4
764 1871 20
1260 589 6
1539 570 2
1843 1850 18
680 227 -5
279 1009 11
943 643 17
626 1691 15
1867 585 18
99 797 11
892 1492 8
1703 151 0
624 1932 11
912 766 -3
1003 1504 -4
112 841 5
494 1243 19
1700 1520 -10
1553 401 11
1398 680 15
590 1862 19
1931 422 14
809 1130 2
1704 465 -1
638 440 -2
745 157 13
349 30 17
1724 1941 7
1207 564 11
834 1213 -8
976 1136 -10
232 581 6
171 852 0
1613 1873 -6
494 332 0
988 1725 -3
755 1534 18
1173 553 5
503 1830 19
1282 1710 13
1463 1895 -7
1872 1548 16
713 402 -2
2040 560 3
1694 1869 1
131 611 -6
238 37 0
1613 135 -2
1527 623 -10
342 547 0
741 394 9
891 1076 -4
808 1361 20
692 506 12
180 1255 3
293 1598 11
599 813 11
1062 958 15
685 1393 7
1937 1218 1
1879 1340 9
1265 786 20
896 1102 3
1640 184 2
469 1574 -7
877 1881 12
385 1194 5
428 1800 1
1731 1478 15
1704 1759 17
826 1564 6
1785 204 3
772 290 1
1594 1861 9
819 314 6
1791 1766 -8
855 681 15
1130 1837 -6
1793 634 -1
1855 1221 -2
1416 1710 0
1666 1318 7
1420 1867 -10
4 1651 11
1749 36 2
1903 2010 13
164 371 15
677 1507 15
926 411 11
156 885 19
1479 1195 -3
1016 888 13
1104 1658 -1
1295 88 18
555 632 -4
1817 1496 10
915 126 7
707 1790 15
1554 76 18
1116 1266 2
434 1395 -1
1608 1325 6
846 988 -4
143 1101 -6
330 304 -10
1177 97 0
786 451 3
116 147 9
310 2008 14
1853 373 3
1787 599 17
1150 1117 17
1977 1102 18
1696 1426 -1
350 203 9
202 63 13
748 1785 -7
1715 92 2
211 134 1
1375 534 -8
618 185 11
450 859 17
769 1218 20
681 1937 -10
1594 1576 7
1428 1703 1
683 1639 19
1587 2045 2
1788 1813 3
1736 1751 -6
1274 1065 17
932 341 -6
855 1597 15
1646 1066 11
525 223 -9
1532 1161 4
1697 1355 12
1508 1782 -2
1214 1062 -5
1295 1293 -4
1232 274 -9
1267 1361 16
1462 310 4
833 1957 17
1952 521 -4
1578 1534 -2
1459 3 -4
1923 1134 9
261 1286 20
1401 1178 10
791 1175 6
1933 48 -4
1747 62 12
1296 775 3
1716 174 -9
1629 227 -3
939 125 -8
1145 1047 1
982 915 19
751 382 20
296 673 17
1524 892 3
1937 1081 17
829 263 -3
1866 1372 6
1554 1775 -3
845 413 18
1913 215 -6
1314 1834 9
404 1183 12
1678 1370 -9
392 1581 15
1727 1167 -4
1413 731 10
1032 1165 -6
1218 757 -2
1111 661 -10
1429 1283 -7
1506 746 14
489 474 1
1721 389 11
1208 427 -7
1353 1055 4
870 393 -8
1266 996 20
1023 1553 4
312 1896 18
1482 839 -4
1853 1456 0
950 705 6
133 371 -8
131 181 -9
816 2012 3
702 1414 0
815 117 4
733 1249 -7
1316 1032 11
43 1171 4
1766 1677 -4
316 1168 0
741 1157 -3
800 1777 -8
731 1624 7
1688 459 -6
922 1159 15
1258 1579 12
1738 1492 10
1592 1703 1
246 1196 9
347 1336 8
324 889 8
434 857 13
1439 1965 18
361 168 15
321 405 19
1826 889 20
1246 866 -2
1031 1042 16
1764 1000 -7
937 1684 8
1928 507 18
322 188 17
1936 896 17
1577 2040 9
555 1916 -9
926 396 11
300 1237 1
1598 443 18
124 1914 2
946 46 -5
178 1063 -10
895 1804 2
512 1811 5
513 1926 13
2045 1047 2
245 446 13
1017 1843 -2
795 1880 1
1748 644 3
219 1810 12
1171 772 9
500 1333 7
817 1960 17
1176 1987 0
847 1718 -6
1156 1704 4
1238 882 2
1273 1879 3
687 624 9
1695 161 3
18 1317 1
1714 1700 14
1826 1429 -4
1813 33 -7
975 305 10
1815 1440 14
1841 1595 -9
781 38 -3
1759 336 5
1302 109 11
235 232 9
926 216 15
136 740 -6
632 931 -10
141 1166 12
431 1013 -7
76 1936 2
344 992 17
1141 1737 -10
1040 634 5
253 1045 3
483 1165 -5
584 1111 -6
984 1938 12
769 366 -6
1105 498 6
354 472 17
768 1219 -6
481 1069 17
803 636 -3
1661 198 10
320 854 -2
280 1560 9
414 845 20
1189 1206 4
809 1798 1
1049 1535 -3
647 1028 -6
1883 1232 -5
1923 1517 15
1441 479 18
799 1486 -6
519 1419 -3
1768 426 -2
575 1852 -10
1633 429 -7
163 1709 8
417 1494 10
544 1467 5
1146 519 10
1445 387 -5
1984 1961 8
1567 2046 4
648 881 17
300 860 7
1918 744 20
1036 1731 -8
1687 188 3
1390 75 4
1494 17 7
1595 575 -5
984 1600 4
1121 540 -3
1377 1993 -3
591 1464 18
803 104 -8
680 1942 17
1907 1925 -1
840 353 -7
943 382 4
960 2035 11
887 887 -3
714 1658 14
16 696 14
874 1692 -7
135 443 -10
1456 422 10
880 1153 18
91 808 0
1359 706 18
2001 1935 14
785 524 16
1057 407 20
547 766 6
784 1975 17
3 1046 0
1112 1739 14
350 462 -6
1449 417 1
1313 1787 20
270 1351 -7
509 427 19
954 32 11
1360 2043 6
1138 1578 14
123 1427 2
15 1790 1
1531 1485 18
1988 621 10
494 1974 -5
50 1744 8
457 100 12
376 91 -10
1378 1375 4
1970 792 7
1953 1025 20
172 337 19
1908 1060 -10
1715 1691 16
479 889 18
459 952 3
1074 1104 -2
1974 516 9
471 1479 -4
130 1343 4
818 1168 17
169 186 10
906 724 -6
739 348 -8
497 732 -4
817 2045 -10
1446 901 17
471 4 -8
110 1704 -9
54 1095 4
452 261 -10
713 168 -10
1029 76 13
688 225 4
220 1876 19
1679 1395 12
1168 431 14
1456 1476 2
12 1808 1
412 706 -3
1979 1082 1
433 1969 12
393 642 15
355 1764 0
1703 2044 15
1311 1683 19
1509 491 19
782 1555 16
450 24 2
1064 1555 1
386 783 -7
1887 1713 10
1765 119 8
962 1149 5
598 2 0
2021 455 -7
1455 171 20
1020 978 -6
480 307 10
355 954 0
1568 33 -8
1417 301 -3
1898 1718 18
1917 334 -9
1400 1930 0
1673 1626 8
1664 1236 6
1444 1248 -9
1361 906 0
666 436 -7
1456 2008 -10
322 2015 12
251 1186 17
542 62 18
386 786 -6
297 1164 14
1303 91 2
1230 1541 -9
1978 1840 -9
1593 1010 18
1398 1971 15
895 180 10
1740 958 11
336 1063 2
1331 1740 -2
1331 120 11
1439 2042 -6
631 708 -10
1295 466 6
866 790 19
1926 1756 6
1353 1953 17
1036 812 19
393 1353 0
123 613 2
1702 981 3
1612 1767 -1
1012 1633 7
1438 551 11
1944 237 4
1578 1887 12
455 536 18
1517 276 5
389 1130 -4
921 1838 -10
1619 1207 -10
1859 1675 10
1941 896 14
1469 1113 2
1430 1385 13
918 1696 8
358 781 4
711 184 -5
19 734 -2
620 1450 -10
750 2008 4
533 934 19
467 1572 -2
670 786 -5
1455 779 -4
1162 233 14
