1024 5341
920 413 0
292 670 14
606 772 10
368 328 17
349 200 -5
660 139 5
283 720 2
509 172 16
508 241 18
152 837 8
249 600 -5
129 433 -6
145 47 -3
981 19 8
726 245 -5
489 318 7
937 844 11
845 543 7
644 543 10
608 899 7
348 372 -4
365 847 -4
645 577 -4
122 631 10
421 289 10
89 869 3
9 702 17
415 141 20
772 581 7
379 345 11
804 323 19
953 952 8
342 441 -8
73 757 -6
851 591 -7
32 162 4
755 485 13
86 690 15
49 767 -6
965 551 -10
9 177 -9
667 978 13
629 541 -3
157 280 18
55 683 9
518 191 -10
304 107 5
79 45 2
621 888 4
835 930 -4
836 44 -2
33 74 -6
770 895 14
970 325 -2
294 1012 3
544 246 11
23 723 -4
40 557 2
726 176 4
910 279 15
42 354 2
402 499 12
543 760 0
145 1011 0
765 91 -7
678 226 -2
267 915 -4
280 611 9
169 228 9
900 983 -9
169 843 -1
783 88 -10
765 1020 -1
269 596 -4
2 498 4
455 659 10
284 942 9
889 741 16
856 180 14
671 160 -10
341 375 9
30 438 -7
929 927 13
759 788 11
325 504 10
638 373 12
579 623 14
854 519 -5
43 478 -9
146 613 0
272 158 15
984 979 16
906 17 15
598 963 9
644 171 -4
478 13 7
517 284 7
149 861 19
573 682 -5
752 707 -2
118 989 6
757 879 -2
442 524 12
246 1015 10
335 877 13
325 704 13
343 687 8
919 860 13
565 592 17
5 765 16
392 296 4
752 79 -5
986 736 11
54 341 -9
85 591 -7
888 536 17
27 246 15
611 341 5
789 523 11
818 98 8
601 218 -6
239 516 10
110 351 -9
21 1015 18
540 876 -6
416 322 1
652 949 -8
952 959 -2
997 915 6
620 349 20
417 874 13
65 506 -9
82 230 18
387 244 0
668 409 10
655 445 -6
376 921 0
156 272 5
556 299 19
421 170 7
637 426 1
899 384 0
1015 286 -8
858 243 -8
372 331 3
482 885 18
535 533 -5
574 912 5
892 145 18
79 605 -2
213 800 -9
206 703 16
795 605 8
151 771 16
680 461 19
476 188 16
215 139 -1
328 231 10
112 366 14
568 706 15
533 857 -3
132 475 -2
494 428 9
930 65 10
567 537 9
516 990 13
647 76 7
244 608 -9
496 282 -6
106 316 4
570 575 15
906 949 0
233 211 15
459 742 1
733 1008 9
501 66 -3
410 592 3
892 270 14
415 201 0
992 435 -9
865 226 -6
283 518 2
186 518 19
834 982 -3
743 257 0
737 858 13
375 190 -6
709 347 0
179 132 10
806 299 17
615 814 -2
373 204 20
527 5 14
821 974 -9
478 328 -2
940 462 9
26 397 -9
849 933 9
179 123 -6
316 665 2
302 135 -4
519 828 -8
311 707 -4
222 437 -2
116 739 1
693 934 7
626 244 -2
218 1014 12
964 904 1
858 793 16
933 67 -9
247 697 -7
962 511 -7
415 456 13
1019 789 15
421 607 4
565 862 7
806 256 -5
657 267 -10
104 266 20
682 113 -5
274 134 20
680 589 20
391 407 19
329 303 2
726 559 8
40 533 17
757 731 2
1014 347 -5
66 959 11
88 127 4
127 800 8
427 632 11
714 775 10
732 911 17
311 994 -1
20 755 13
536 57 -2
751 899 3
544 453 18
875 651 -8
981 654 7
225 602 1
538 218 -9
150 3 -8
691 794 -10
978 676 -2
783 275 10
382 10 0
190 494 -4
943 396 12
94 771 -2
945 362 -2
227 367 8
877 34 3
647 217 -1
315 623 3
961 1013 1
900 1005 3
23 926 2
961 922 3
942 935 4
175 688 16
982 174 5
478 902 9
12 149 19
737 379 3
47 884 6
705 25 -5
974 278 4
138 757 20
991 873 7
7 239 -3
837 100 0
523 232 -5
993 590 -4
469 771 12
303 885 2
374 268 -2
664 680 0
314 415 16
769 27 -10
649 280 -3
62 636 11
195 133 -10
115 606 -8
749 518 8
140 588 -8
862 862 -9
588 25 18
682 678 13
426 81 16
371 610 17
111 723 -9
238 357 16
88 1017 -2
64 72 -1
806 991 11
255 350 -4
349 419 13
884 368 2
941 694 14
892 673 17
48 665 16
271 78 12
1 403 20
987 451 -5
740 333 14
889 793 1
490 80 18
542 678 -8
857 472 3
480 692 -3
326 384 19
216 648 -1
416 687 4
725 732 17
408 461 1
863 337 8
942 423 9
297 915 8
720 402 -7
83 537 0
580 298 17
773 971 20
347 188 -5
78 760 2
797 443 8
840 342 14
366 221 14
236 18 -1
89 935 12
293 525 12
398 401 6
1021 481 3
297 268 3
508 575 -1
99 789 -4
777 708 14
956 15 18
375 92 15
445 804 -9
772 967 -4
105 345 -2
1000 482 13
743 20 5
82 181 4
540 723 18
738 390 19
555 561 -6
765 859 19
5 673 14
21 678 5
421 857 14
821 542 7
127 611 11
623 494 17
331 217 -4
520 447 8
318 682 4
367 841 3
60 902 -1
609 621 9
188 696 -4
715 266 20
329 542 9
582 11 -1
229 124 -1
581 91 16
705 479 -6
77 450 -3
768 205 9
970 741 1
384 360 -8
351 202 2
224 997 9
972 447 8
826 464 2
689 629 20
843 543 -7
480 412 14
3 517 7
1022 380 1
426 244 15
410 48 -9
802 102 -9
521 653 6
754 51 -6
424 738 -5
791 674 -2
338 19 17
978 896 1
301 696 2
234 979 7
279 328 18
541 15 12
863 382 6
693 213 12
653 120 0
377 672 18
355 56 -1
372 748 17
95 151 6
329 445 17
616 714 18
523 149 18
615 518 14
983 50 8
513 230 -8
408 172 2
427 672 19
709 973 -6
199 53 7
250 959 11
154 267 16
181 87 -1
815 968 9
929 944 -6
903 829 -5
54 722 -4
680 192 18
407 401 -8
358 76 -9
1009 243 -7
249 59 -9
206 443 17
197 378 8
21 226 14
472 642 -3
428 560 -9
268 640 11
255 304 -8
718 880 6
724 818 13
1016 281 5
813 280 6
329 37 16
54 547 -8
852 978 13
101 250 13
770 492 6
345 671 5
762 16 -4
544 788 18
145 617 17
742 471 -10
777 865 13
316 130 -3
589 262 14
888 48 4
616 7 -5
738 632 9
873 414 14
931 284 20
378 194 -10
692 957 19
843 107 10
322 311 16
290 989 19
570 618 14
303 813 6
516 676 6
506 379 16
398 484 20
509 923 5
312 937 -4
974 290 11
326 279 -2
102 782 -8
216 905 14
350 647 17
418 244 -9
837 875 -3
468 417 17
85 411 4
758 812 -2
563 336 19
928 710 17
387 471 10
857 301 -7
107 898 18
768 221 6
354 195 19
398 861 -4
480 918 -8
18 187 -9
200 972 -8
306 149 8
669 991 8
924 574 -3
488 327 -10
38 480 -9
92 663 1
918 684 14
398 192 5
319 628 1
616 592 -4
762 330 17
155 648 3
44 1008 15
951 923 -8
202 576 19
446 637 -7
678 728 17
834 1018 7
611 940 13
883 539 -8
734 845 -9
679 515 4
256 260 -8
577 450 0
803 528 13
770 725 6
657 176 -8
815 329 14
722 441 3
8 192 2
445 999 19
647 964 16
131 51 -7
356 815 -2
308 201 14
718 657 7
369 122 14
598 984 -4
570 701 19
2 936 10
553 152 -6
904 295 11
624 269 8
789 804 18
117 989 12
819 486 17
229 959 -9
426 12 9
650 350 20
882 561 19
604 693 8
526 102 -1
881 687 16
741 409 12
222 776 -3
889 125 -7
178 739 2
906 663 -5
643 672 19
645 369 11
327 452 19
983 818 -8
892 535 -9
494 768 -6
447 847 19
539 755 -10
868 208 9
908 147 -3
433 882 -6
533 521 -6
456 850 20
397 396 8
612 520 17
213 440 18
499 1001 -4
1014 205 -9
699 789 3
723 519 18
510 383 -3
603 907 20
101 829 8
77 169 14
280 183 -9
477 853 -7
581 138 -2
997 299 4
274 842 9
868 863 -3
31 863 12
890 606 1
813 422 -5
542 275 5
900 950 -9
837 262 15
39 708 1
567 985 -10
511 673 -10
824 964 2
899 586 17
985 37 2
128 1023 -8
658 65 9
535 225 3
615 450 19
8 125 0
454 412 -8
987 727 17
1013 349 4
917 975 1
654 20 -1
240 247 1
265 340 17
848 815 -4
586 505 8
495 936 14
152 447 -3
244 23 14
670 463 -9
883 68 20
59 959 6
385 826 14
74 452 14
233 186 18
177 6 13
34 967 -6
75 84 -9
661 358 6
665 167 19
602 737 6
819 569 15
744 303 19
879 543 -4
373 857 8
709 408 13
769 994 3
711 930 5
302 429 17
468 618 -4
640 718 15
969 682 12
924 69 13
605 39 9
658 928 19
749 445 1
610 1004 16
482 185 15
56 384 15
1015 638 -2
278 140 14
8 159 -3
474 108 18
52 758 19
241 557 -10
883 96 20
13 723 5
245 547 17
439 560 4
225 818 5
416 372 16
588 961 10
1001 199 -3
133 747 14
748 377 -2
517 856 9
41 695 4
421 295 -4
92 206 19
743 646 2
1005 849 -7
119 442 4
58 199 4
44 653 -9
871 686 16
567 600 19
955 754 -7
317 287 14
179 42 20
908 898 -10
845 56 -6
434 104 7
66 290 7
284 691 5
543 570 10
393 604 13
645 1009 0
621 458 10
242 746 3
420 834 -10
733 807 -6
766 954 11
30 615 0
136 897 -9
963 267 -3
422 625 16
231 797 5
852 169 0
51 851 4
555 517 -10
513 29 1
767 452 -8
605 802 -5
294 292 -9
864 441 2
469 734 5
910 322 12
533 701 20
324 100 9
307 978 13
347 674 0
961 235 11
644 456 -10
897 598 -5
16 274 -2
722 289 9
538 39 18
624 841 6
599 60 -10
687 411 5
1007 1014 -2
373 827 -8
556 741 -3
155 3 2
232 950 9
133 573 1
768 101 -8
269 355 9
561 534 3
786 746 18
299 612 -3
847 842 18
967 582 19
837 181 -4
663 726 3
857 577 -7
587 669 -2
380 373 18
170 569 -1
495 368 16
5 366 -10
6 557 -5
883 524 -6
760 908 4
310 39 16
796 800 -9
536 914 -8
545 259 -6
931 170 -1
291 789 -7
127 712 11
434 874 -4
350 240 19
800 486 13
571 419 12
943 550 -5
726 218 19
379 590 -5
696 910 7
306 89 10
33 602 -8
248 755 7
682 290 2
8 15 -7
392 962 5
1010 689 14
690 39 17
649 681 19
851 107 20
985 41 15
849 971 10
444 648 -2
214 906 1
749 138 -5
530 289 -10
426 509 20
699 333 -7
572 414 15
1011 988 20
2 880 20
145 573 19
985 791 7
275 843 6
237 720 6
405 207 0
349 794 8
417 919 2
563 58 18
192 331 -2
674 524 -1
4 828 -6
143 1004 9
16 993 5
190 412 1
70 197 0
846 875 -3
794 265 3
318 784 -8
198 204 15
558 1010 15
208 26 9
420 212 11
30 48 4
372 542 6
142 45 2
802 831 -4
80 663 20
79 727 16
619 820 7
663 167 19
824 294 17
364 385 8
702 853 8
201 168 0
45 383 -10
473 867 -2
238 652 7
740 688 16
761 251 -9
543 87 -5
381 128 -3
819 975 15
1019 40 3
409 179 -6
855 676 -10
541 956 -4
409 645 3
26 118 12
86 657 -10
865 298 8
748 636 16
447 950 20
281 675 0
917 332 11
934 416 5
273 73 0
7 210 8
476 677 -8
326 295 4
862 177 14
926 978 -9
486 789 11
383 682 8
856 77 -7
0 620 14
557 288 -7
485 283 20
494 189 -2
959 286 17
621 129 7
216 518 3
362 150 19
999 497 -9
612 494 -8
949 779 8
715 838 20
843 667 -10
203 556 11
571 922 -10
356 585 -3
277 213 18
660 86 -5
827 753 -4
181 908 14
648 253 2
612 874 11
643 595 1
136 289 -9
23 751 -9
83 788 13
11 906 -1
848 548 4
427 287 7
482 958 -8
96 926 16
701 236 -9
560 506 8
572 471 15
593 470 15
675 630 -1
608 894 11
689 98 9
472 751 -10
524 781 15
724 280 9
879 706 13
75 155 -4
667 62 13
327 957 -7
129 452 -4
451 317 -4
547 1019 -6
300 75 11
781 1006 17
971 994 -1
647 269 8
883 33 3
713 262 5
332 129 10
980 190 3
407 1020 4
959 228 5
951 118 13
156 455 10
1003 276 -3
65 379 17
372 828 -1
148 119 4
805 118 16
814 37 12
395 874 -3
369 36 -1
299 164 10
614 558 10
145 1008 1
510 470 18
285 362 6
394 163 14
724 402 -4
897 50 1
674 515 -9
248 860 -10
969 164 -6
336 164 -1
118 364 -1
262 840 -5
692 775 -8
686 463 14
563 262 -9
381 1015 8
153 611 12
747 825 18
351 370 -3
344 108 18
867 677 2
955 562 -5
438 424 3
701 804 11
595 187 5
469 5 -10
185 89 19
827 353 0
938 398 0
975 353 -6
118 903 3
69 444 20
921 320 16
824 777 15
409 610 -10
1006 489 2
104 679 17
1014 954 5
179 356 11
487 972 -10
997 776 13
482 860 -7
713 175 10
181 444 9
527 536 17
162 876 15
288 165 -9
822 535 -2
259 559 20
453 169 2
71 201 4
598 518 17
550 206 1
292 509 12
612 212 9
780 912 17
147 851 17
887 174 16
194 27 20
155 740 4
199 1018 8
821 452 13
155 800 19
775 739 15
394 791 13
945 189 13
802 885 18
468 236 -7
544 145 -9
626 879 -10
211 473 -6
773 1004 -10
432 418 -10
722 828 3
1023 652 -6
596 676 -3
1011 717 5
986 892 -6
658 1014 2
173 316 8
801 543 10
91 294 -2
806 888 14
1009 520 6
792 425 -7
336 961 -4
333 144 4
744 409 8
462 572 14
627 906 9
281 563 11
390 519 -4
248 614 -8
285 230 -5
496 614 -3
354 380 -6
251 429 -1
354 266 1
142 30 15
627 4 9
275 10 16
364 999 13
91 857 8
12 147 4
193 424 10
792 859 14
1006 893 14
537 343 -3
633 734 19
974 918 -4
224 1008 -3
667 831 4
907 105 18
677 201 4
725 759 7
865 203 -1
338 1005 3
182 533 5
456 723 12
8 21 12
923 174 4
960 434 9
918 281 5
52 31 17
88 138 -10
765 606 1
206 82 5
527 351 12
133 314 8
578 520 17
182 979 17
258 392 -8
601 457 16
861 445 9
160 477 3
179 666 14
176 84 5
427 722 -6
623 1016 0
62 300 -6
952 3 17
1015 338 6
611 395 16
439 504 4
730 839 15
154 937 7
44 192 18
478 679 16
1003 596 11
975 913 5
814 406 -1
36 477 -9
915 481 -7
87 61 6
529 839 4
734 647 -3
764 542 -4
589 452 0
396 987 -7
967 612 -8
702 502 10
74 464 -8
626 524 18
187 977 14
778 646 -8
700 390 5
765 349 -6
178 729 -10
278 733 -8
387 183 20
857 117 -5
250 380 11
456 1012 -4
973 584 12
372 448 9
696 830 -10
421 239 0
563 478 4
3 584 3
161 1011 -4
507 917 4
787 718 -8
215 720 1
244 457 20
844 269 14
303 67 10
610 818 -1
954 662 -8
254 731 15
134 689 -5
132 1018 7
321 98 5
577 25 3
370 633 -3
154 578 7
213 311 3
63 761 16
514 988 1
200 464 3
961 552 -9
394 634 18
409 36 2
646 365 2
133 415 20
705 105 -2
711 17 -1
104 391 -3
600 235 0
132 923 1
871 897 16
818 266 5
224 264 8
666 616 19
761 611 -2
539 122 -5
47 689 15
97 362 5
833 733 14
608 852 0
257 419 11
629 631 1
800 187 19
524 935 7
308 819 -9
419 987 12
945 539 -6
518 1005 15
136 18 15
783 986 19
935 342 -4
859 814 -6
407 350 6
420 101 4
229 49 18
972 856 10
791 237 1
188 795 16
94 68 18
410 472 1
334 213 3
16 386 10
47 169 13
657 636 -10
980 575 8
225 389 7
1018 232 -9
594 140 -8
911 876 9
103 561 -7
900 290 -1
996 549 11
236 263 7
889 171 16
914 892 16
637 473 18
602 685 9
894 373 -3
256 718 -5
397 644 9
780 698 -5
147 481 8
546 653 20
12 369 -4
495 341 18
252 469 -7
606 1012 11
772 685 -1
232 701 5
464 448 -6
10 121 -5
865 937 20
81 213 -10
224 220 18
130 366 12
759 22 12
694 1006 -9
999 933 -4
653 246 3
211 253 11
204 723 -3
248 664 1
753 42 -10
198 541 20
433 538 4
35 304 9
852 652 19
559 392 9
874 681 19
617 285 11
854 683 -3
520 384 1
921 902 -10
482 454 2
1003 23 15
52 143 17
126 739 3
811 2 -10
253 647 -1
6 996 0
560 617 -3
21 529 11
322 585 13
20 1013 -7
27 707 10
908 992 13
89 489 20
317 849 17
700 622 -10
709 894 -3
811 292 5
248 965 13
412 959 -4
939 472 -9
640 270 2
734 435 6
394 564 3
138 956 4
992 386 6
378 430 14
796 767 0
252 781 8
172 970 12
592 88 -3
359 207 -10
20 66 0
891 654 11
298 128 1
253 737 -9
969 36 2
953 770 20
682 887 5
807 839 15
420 455 4
894 842 2
524 946 -10
355 119 10
172 200 9
940 561 -4
571 421 3
288 534 17
145 969 -2
587 10 -1
535 733 -6
952 261 -10
536 810 12
808 229 0
4 863 2
686 685 16
198 9 8
684 1014 12
182 320 13
40 902 -9
464 891 2
761 65 5
314 645 19
942 237 -2
65 523 17
842 650 13
72 317 -4
804 551 8
620 883 -2
395 123 1
712 475 -10
5 176 11
148 664 18
567 279 15
929 984 20
225 968 -5
217 459 -10
626 606 7
713 137 -9
793 832 2
101 830 6
102 65 19
905 61 17
216 384 13
472 452 17
482 199 0
527 410 -5
852 220 -3
240 461 8
304 384 16
58 825 19
326 24 -7
892 673 4
54 554 -5
417 895 -8
422 568 -8
898 986 13
463 162 -6
740 701 20
683 396 9
686 807 10
363 524 13
55 907 20
258 508 11
765 574 13
229 325 14
811 352 9
845 656 -9
170 289 -6
164 648 16
958 374 19
478 578 3
345 150 3
500 95 9
166 476 -5
692 7 4
130 224 18
933 461 1
729 732 -3
438 538 8
287 194 3
229 441 -5
95 655 20
302 139 -3
152 181 -7
602 924 10
604 701 7
648 776 20
750 616 -2
387 366 20
599 249 3
843 490 5
38 120 1
592 716 17
720 253 18
598 642 13
760 624 -2
767 366 -8
770 322 7
351 677 19
184 259 0
569 712 -2
500 483 -8
681 885 -2
644 647 20
876 767 6
197 435 1
773 881 15
942 949 -2
362 270 18
56 412 5
11 959 -9
363 159 7
834 56 19
381 570 9
664 184 -8
957 497 2
862 688 6
578 951 -2
394 436 17
925 619 -10
222 390 7
1017 1001 7
186 23 -1
620 158 -5
819 468 -10
619 681 -4
58 412 -3
668 230 20
1022 809 6
381 117 12
975 480 -1
410 935 10
810 821 10
577 841 -10
689 817 2
766 971 5
327 694 16
831 442 20
897 663 1
245 378 -9
41 930 -6
5 83 8
139 803 -9
493 283 13
448 149 9
1004 307 16
60 119 16
898 652 7
314 380 17
44 487 7
485 150 -10
680 157 -9
599 386 20
290 900 2
690 236 20
281 209 14
779 571 -10
736 264 14
740 672 14
1 855 20
857 15 -9
245 1010 -10
854 537 2
1000 838 -6
878 1000 0
382 799 20
814 462 9
479 792 12
1020 542 16
877 999 10
482 81 2
493 361 3
217 674 8
23 376 15
366 414 2
700 496 -4
471 617 5
4 626 10
211 928 15
639 701 4
485 539 -4
754 194 5
722 516 11
294 436 15
102 507 9
810 963 -4
233 321 -4
964 585 14
209 793 -4
7 146 -4
654 231 -4
320 893 10
137 438 4
962 177 12
170 295 -4
58 536 13
766 248 -4
131 734 18
344 931 -9
575 808 15
4 974 12
165 565 -2
990 887 -10
49 697 5
114 804 1
584 900 -8
236 135 -9
1008 725 9
254 331 -10
540 238 -1
787 522 14
844 702 -9
856 674 13
364 963 16
903 87 12
47 618 -7
388 905 10
872 157 2
793 494 4
518 575 11
892 903 6
439 446 14
878 969 13
111 783 16
774 441 12
60 937 20
132 228 6
809 598 0
465 637 10
39 1022 -1
615 265 20
823 690 -2
470 606 17
575 666 13
815 737 -10
342 162 -6
1005 579 -6
110 239 20
317 311 1
417 898 19
174 211 8
653 928 -4
437 911 3
130 710 -8
906 299 -7
625 607 19
830 486 -9
220 886 -2
41 706 6
821 523 5
248 970 20
885 489 16
517 667 2
969 261 1
446 670 14
937 965 13
583 429 15
187 466 3
925 806 20
332 566 9
992 143 7
324 1014 3
915 601 -8
991 109 -8
491 103 8
917 783 -4
396 358 -5
758 604 -3
66 276 -8
99 48 14
153 262 17
1000 943 11
606 154 12
432 383 17
882 5 -1
184 781 0
116 973 6
219 17 16
302 267 20
67 400 19
716 64 6
1001 4 -3
576 943 16
939 641 9
867 880 11
533 734 9
437 189 -8
259 855 -9
452 812 10
918 37 9
683 454 17
827 1010 -2
291 839 3
176 63 -7
532 1000 -1
845 787 9
187 128 -2
1022 395 -10
172 479 13
680 799 7
616 177 20
1021 959 1
312 332 5
732 788 9
903 54 18
986 388 -8
768 837 6
647 971 0
13 160 10
896 79 -2
142 28 -8
895 367 -7
998 154 -9
732 641 5
680 627 16
576 317 -4
655 283 20
115 962 12
906 383 8
663 893 14
246 973 0
807 922 -1
616 668 -1
399 448 17
401 700 -3
836 592 17
803 529 15
155 347 11
701 322 -2
721 7 6
585 804 -8
517 547 12
856 561 19
276 533 -1
338 865 0
662 361 -9
417 834 10
358 678 8
793 294 -4
134 312 11
78 445 15
313 657 4
152 370 -4
933 973 1
494 105 4
358 378 -2
488 239 6
714 855 11
641 694 -4
699 40 9
887 61 11
636 496 1
853 296 17
452 296 4
906 895 -2
223 474 16
291 774 5
472 930 18
1014 299 -7
736 509 3
105 323 -9
871 122 3
26 13 -7
675 672 1
9 684 17
386 426 14
800 157 16
812 615 8
547 339 6
683 990 5
628 386 -5
333 908 13
815 315 14
222 592 8
131 869 3
463 353 7
861 68 -1
222 230 13
952 1019 1
227 518 -6
560 856 19
196 137 13
435 76 17
714 102 12
88 214 -1
454 456 -3
715 585 3
451 631 11
976 62 -1
324 428 -10
454 397 19
309 945 2
568 797 -7
280 221 3
983 882 7
541 974 18
372 827 -10
797 245 12
216 599 12
185 452 0
645 515 -5
0 36 18
968 47 -10
884 768 18
679 306 16
326 772 -6
903 77 -3
788 739 18
682 195 20
670 190 -2
976 110 4
34 641 5
149 537 -2
616 349 2
630 263 -9
410 152 -9
888 110 16
388 625 13
226 208 -2
212 462 6
401 635 -5
607 487 12
460 912 2
689 303 9
162 360 17
827 807 3
824 42 -8
520 230 15
145 245 -2
959 623 8
179 488 -10
850 825 13
64 233 -6
446 623 -3
463 262 -10
404 970 1
174 955 17
331 36 7
220 642 -3
141 267 -5
590 638 -10
1020 249 1
488 802 13
32 514 6
167 530 15
893 795 2
504 453 -1
259 63 -9
45 392 7
856 28 5
647 237 -9
680 537 10
605 469 -2
515 459 -5
318 908 14
620 303 7
30 698 17
298 337 6
1013 271 19
1022 286 -2
599 242 19
318 143 10
234 168 18
785 639 10
204 413 -6
61 439 17
832 991 1
580 547 -3
829 749 -3
963 297 14
954 91 3
848 146 4
193 526 20
593 400 9
440 237 20
116 448 -8
351 602 11
988 572 -1
113 477 -8
797 273 14
494 445 8
408 960 -9
114 120 15
986 399 -6
557 612 -4
262 719 -7
342 473 11
894 618 17
293 429 12
571 339 19
966 247 -3
406 943 8
958 75 20
370 462 11
948 1007 -9
13 844 2
416 952 16
981 245 6
723 146 -9
28 580 10
76 224 17
903 394 3
857 49 -8
120 558 -3
122 10 3
756 634 17
760 680 10
182 755 12
436 521 6
861 823 -6
537 168 -8
513 199 13
51 675 -4
669 598 -7
858 329 2
255 616 20
249 65 -4
65 619 -8
842 719 20
256 918 17
47 216 20
455 292 -8
99 699 18
104 978 14
448 23 15
565 164 -4
840 276 -5
606 346 10
53 721 -10
221 801 20
832 759 13
437 99 5
466 940 -3
879 192 14
753 92 11
282 664 4
1010 267 19
831 944 -8
352 299 -8
127 723 -9
159 56 9
471 645 19
808 382 -4
966 282 16
629 469 10
191 214 6
1017 311 2
689 732 -7
696 900 19
140 537 -6
84 709 18
521 876 -4
435 724 -2
806 701 5
901 307 8
525 189 18
338 366 1
350 904 1
480 369 4
541 95 5
514 641 1
943 819 -4
831 741 19
422 186 10
456 362 -3
594 579 15
442 820 -8
592 649 2
416 423 -5
136 297 1
168 333 -4
869 664 6
280 1022 10
803 157 -10
982 951 14
644 961 1
44 232 -6
598 55 0
774 540 -5
391 291 -1
867 67 10
702 846 -9
427 533 17
433 165 13
553 568 -4
432 21 14
738 822 14
28 426 16
879 361 -4
196 243 20
435 604 -1
865 21 2
128 606 9
161 33 -2
392 54 19
647 895 17
550 49 3
778 394 -8
749 785 1
305 695 14
1021 632 15
40 734 -10
137 1000 -10
259 890 5
534 115 17
794 504 8
92 683 1
84 627 20
207 374 -10
442 370 13
314 462 18
538 885 -1
753 664 -6
945 901 -1
135 277 9
785 503 -8
522 412 5
189 805 18
51 925 11
45 464 5
269 287 0
576 860 6
248 302 1
578 51 0
295 514 12
12 230 3
211 704 13
753 236 17
227 538 15
109 525 16
448 586 18
725 987 14
384 22 6
887 199 3
185 466 -7
238 689 -3
658 175 -8
402 781 2
240 433 13
845 746 15
983 278 7
322 382 -7
843 550 8
256 10 13
347 666 10
59 51 17
544 30 -5
320 539 20
462 920 17
932 484 15
305 321 0
985 102 5
804 424 -1
938 316 -8
489 831 9
728 113 6
366 261 3
584 120 -5
984 604 -2
379 312 -4
1015 316 20
340 838 -9
364 825 0
85 686 18
162 791 -9
973 731 -4
242 996 16
704 374 19
387 971 8
611 85 19
459 34 -10
391 733 2
187 353 -4
840 340 18
498 252 18
723 283 -5
664 97 -8
309 723 9
941 903 16
854 970 10
492 709 -9
446 587 12
914 760 7
182 166 6
685 28 -5
730 266 3
701 487 0
316 134 14
718 765 9
940 464 -10
335 737 -8
189 155 1
348 943 -9
151 170 -4
298 52 9
712 999 -6
987 21 -7
642 275 -8
234 758 4
528 255 13
482 223 -1
359 584 0
806 342 7
283 4 10
756 1005 -2
546 491 16
487 39 2
43 222 20
673 6 13
887 219 16
616 938 -5
108 443 14
733 442 15
611 594 17
272 922 17
95 455 -6
160 404 9
423 319 -8
428 637 20
389 44 -5
702 900 -2
146 997 12
1009 41 9
848 844 13
775 907 10
270 436 8
48 916 20
838 61 14
418 935 8
237 870 19
91 992 18
630 645 7
678 769 8
629 349 -1
311 165 -8
32 23 17
506 597 -4
40 60 9
995 385 0
415 396 7
365 416 9
984 963 11
905 221 20
921 677 4
280 784 19
235 1008 15
866 513 10
105 769 12
500 807 14
490 82 -10
238 602 2
972 794 -3
694 561 -4
336 431 -4
628 522 -9
971 389 10
754 745 18
401 473 -8
440 945 18
743 106 9
112 614 -3
103 461 17
763 889 20
907 833 1
712 331 1
356 525 -3
56 359 4
174 206 15
324 558 6
948 318 0
156 736 14
967 350 -6
757 328 -10
818 261 13
70 889 5
1013 322 -9
278 349 0
174 285 -7
63 259 -6
622 908 12
929 494 0
380 188 -8
700 726 10
40 264 18
48 669 5
575 552 4
914 93 -1
198 893 -3
789 992 6
247 148 -5
249 738 -4
708 293 15
700 233 17
584 63 -6
132 667 -7
230 105 18
319 724 -8
525 207 -1
96 756 20
221 993 10
74 274 8
797 490 -9
204 541 9
827 650 17
817 788 19
603 534 4
472 982 -7
153 73 5
847 828 16
259 978 9
353 890 -6
5 672 -1
673 768 5
563 245 9
332 329 -7
689 430 7
162 95 -7
951 70 13
513 762 -5
217 364 12
360 136 13
537 347 -7
298 896 17
1013 806 18
767 968 5
1000 693 20
173 540 12
543 823 18
260 692 11
72 540 -5
486 163 -7
710 776 16
645 152 -10
186 824 -10
297 272 5
148 842 17
536 798 19
556 113 17
375 588 6
155 626 -8
58 834 -1
323 519 -1
127 60 3
711 885 12
1001 885 -10
487 884 12
727 779 3
895 197 17
388 783 -9
528 769 1
123 441 -4
669 906 -10
994 762 -1
975 934 10
389 996 0
912 805 16
944 924 18
671 295 -10
814 725 16
719 225 -9
271 4 13
1004 620 -4
260 461 10
128 1019 3
877 600 1
740 543 13
621 400 14
104 469 -9
931 382 20
893 395 8
91 819 12
790 629 1
79 9 13
198 436 -5
849 546 4
74 323 -10
116 101 -6
626 690 -8
405 372 6
683 515 -7
79 582 3
417 338 17
438 113 8
169 528 -7
123 333 6
241 750 4
321 612 -6
687 474 -6
840 252 -6
964 908 17
959 413 3
653 673 13
87 475 -2
211 566 5
497 458 11
36 114 11
633 1003 -7
1011 920 15
334 375 12
850 98 -1
969 586 9
806 735 -10
957 738 19
799 778 8
8 40 -9
740 207 8
911 3 5
553 834 -7
312 745 14
426 294 -8
959 475 9
76 289 11
635 410 0
708 560 20
108 764 8
406 308 15
300 409 -5
86 683 6
918 344 -4
617 1021 4
62 128 -7
177 477 4
536 846 -9
241 430 8
469 850 17
723 498 13
229 1010 7
968 550 4
802 744 20
575 154 18
646 667 -3
487 299 3
643 412 19
510 483 -9
211 434 13
976 745 -6
986 567 -3
757 339 16
753 185 10
505 171 19
813 24 -5
361 329 12
907 409 -3
123 471 12
383 166 16
463 149 2
852 304 19
1018 303 15
1005 503 9
216 596 13
956 794 14
983 582 -10
267 704 15
700 17 11
497 190 -4
404 832 13
128 895 8
453 537 -1
536 924 18
390 717 17
